"","A16","A64","A82","ACE","ADZ","AQV","AV5","B93","BGX","BMS","BPJ","BTK","CBB","CDP","CRF","D00","D01","D7A","D85","DE2","DJ9","E3U","E4T","EEJ","FFJ","FPP","FSK","FTC","FYB","G87","G8X","GAN","GHR","GJ3","GPM","GVM","GWF","GWU","GWW","H6C","HGG","HJX","HM9","HRA","J0A","J3M","JB1","JC0","JD5","JTZ","JX3","K3J","KKG","M03","M9R","MB8","N29","N78","NED","NK0","NND","NS2","NXT","NYW","NZA","P67","P6B","P6F","P8M","PTP","PUH","Q11","Q6D","QE2","RCU","RM0","RR8","RW0","S2J","S75","SVV","SY0","T3M","T7P","TE6","TXW","UFK","UUP","V2Q","VEK","VZ8","W2P","W2Z","W7X","WBQ","XU5","XW7","XXZ","XY6","YC6","YDK","YK2","YMD","YUT","ZBB","ZGZ","ZMM","ZT0","ZZJ","Q1C","SBR","B3Q","M05","EF6","DAQ","A05","BGQ","VDE","NAM","HU4","D76","A87","R13","G3R","CTJ","R3M","U4B","YAH","R5A","DFN","XZ8","H9A","PPB","YGY","H27","PG3"
"GWW",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"H6C",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"HGG",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"HJX",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"HM9",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"HRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J0A",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"J3M",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"JB1",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"JC0",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"JD5",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"JTZ",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"JX3",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"K3J",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"KKG",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"M03",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"M9R",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"MB8",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"N29",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"N78",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"NED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK0",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"NND",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"NS2",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"NXT",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"NYW",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"NZA",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"P67",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"P6B",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"P6F",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"P8M",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"PTP",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"PUH",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"Q11",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"Q6D",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"QE2",0,1,-1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1
"RCU",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"RM0",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
"RR8",0,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1
